league,season,team,player,nation,pos,age,born,mp,starts,min,90s,gls,ast,g_a,gls_npk,pk,pkatt,yellow,red,gls_p90,ast_p90,g_a_p90,gls_npk_p90,g_a_npk_p90,player_key,sh,sot,sot_pct,sh_p90,sot_p90,g_per_sh,g_per_sot,gk_ga,gk_ga90,gk_sota,gk_saves,gk_save_pct,gk_w,gk_d,gk_l,gk_cs,gk_cs_pct,gk_pk_faced,gk_pk_allowed,gk_pk_saved,gk_pk_missed,gk_pk_save_pct,mn_per_mp,min_pct,mn_per_start,starts_completed,subs,mn_per_sub,unsub,ppm,ong,onga,plus_minus,plus_minus_p90,on_off,second_yellow,fouls,fouled,offsides,crosses,interceptions,tkl_won,own_goals,country,league_tier,club_league_difficulty,primary_pos,is_gk,is_df,is_mf,is_fw,gk_save_pct_adj,gls_adj,ast_adj,g_a_adj,sh_adj,sot_adj,npg_adj,tkl_won_adj,interceptions_adj,crosses_adj,fouls_adj,involvement,shot_quality,discipline,fwd_raw,mid_raw,def_raw,gk_ga90_inv,gk_raw,fwd_score,mid_score,def_score,gk_score,trend_gls_p90,trend_ast_p90,trend_g_a_p90,trend_gls_adj,trend_ast_adj,weighted_score,seasons_in_data,form_trend_bonus,pick,position_group,role
NED-Eredivisie,2526,NEC Nijmegen,Kodai Sano,JPN,MF,23.0,2003.0,30,30,2700,30.0,3,7,10,3,0,0,3,0,0.1,0.23,0.33,0.1,0.33,kodai sano||nec nijmegen||2526,27,7,25.9,0.9,0.23,0.11,0.43,,,,,,,,,,,,,,,,90,100.0,90.0,30,0,,0,1.8,72,48,24,0.8,,0,41,35,1,62,44,39,0,Netherlands,2,3.5,MF,False,False,True,False,,0.35,0.805,1.155,3.15,0.805,0.35,4.55,5.133333333333333,7.233333333333334,4.783333333333333,0.1388888888888889,0.43,0.1,,1.3953611111111113,,0.0,,,49.337406054131264,,,0.01,0.14,0.15,0.035,0.49,49.65,3.0,0.9,2,MF,backup
ENG-Premier League,2425,Brighton,Kaoru Mitoma,JPN,MF,27.0,1997.0,36,28,2603,28.9,10,4,14,10,0,0,1,0,0.35,0.14,0.48,0.35,0.48,kaoru mitoma||brighton||2425,57,27,47.4,1.97,0.93,0.18,0.37,,,,,,,,,,,,,,,,72,76.1,85.0,14,8,29.0,0,1.64,53,40,13,0.45,1.11,0,40,24,5,72,12,27,0,England,1,5.0,MF,False,False,True,False,,1.75,0.7000000000000001,2.4,9.85,4.65,1.75,4.671280276816609,2.0761245674740487,12.45674740484429,6.920415224913495,0.2641509433962264,0.37,0.0346020761245674,,1.787840569302083,,0.0,,,52.3852820855598,,,0.1699999999999999,-0.0999999999999999,0.06,0.8500000000000001,-0.4999999999999999,48.69,3.0,0.36,3,MF,sub
POR-Primeira Liga,2425,Sporting CP,Hidemasa Morita,JPN,MF,29.0,1995.0,23,13,1294,14.4,2,3,5,2,0,0,1,0,0.14,0.21,0.35,0.14,0.35,hidemasa morita||sporting cp||2425,14,5,35.7,0.97,0.35,0.14,0.4,,,,,,,,,,,,,,,,56,42.3,80.0,4,10,25.0,1,2.48,40,11,29,2.02,0.39,0,17,9,0,8,13,23,0,Portugal,2,3.4,MF,False,False,True,False,,0.476,0.714,1.19,3.298,1.19,0.476,5.430555555555555,3.069444444444444,1.8888888888888888,4.013888888888889,0.125,0.4,0.0694444444444444,,1.3660277777777778,,0.0,,,49.10961231429923,,,0.06,0.0399999999999999,0.0999999999999999,0.204,0.1359999999999999,48.38,3.0,0.6,4,MF,sub
FRA-Ligue 1,2526,Monaco,Takumi Minamino,JPN,MF,31.0,1995.0,15,11,944,10.5,3,2,5,3,0,0,4,0,0.29,0.19,0.48,0.29,0.48,takumi minamino||monaco||2526,21,7,33.3,2.0,0.67,0.14,0.43,,,,,,,,,,,,,,,,63,35.0,78.0,1,4,22.0,1,1.53,17,14,3,0.29,0.08,0,10,8,3,8,3,3,0,France,1,4.3,MF,False,False,True,False,,1.247,0.817,2.064,8.6,2.881,1.247,1.2285714285714284,1.2285714285714284,3.276190476190476,4.095238095238095,0.2941176470588235,0.43,0.3809523809523809,,1.0238901960784317,,0.0,,,46.45267597546805,,,0.0499999999999999,0.07,0.12,0.2149999999999998,0.3009999999999999,47.96,3.0,0.72,5,MF,sub
NED-Eredivisie,2526,Sparta Rotterdam,Shunsuke Mito,JPN,"MF,FW",24.0,2002.0,21,20,1599,17.8,6,3,9,6,0,0,0,0,0.34,0.17,0.51,0.34,0.51,shunsuke mito||sparta rotterdam||2526,39,16,41.0,2.2,0.9,0.15,0.38,,,,,,,,,,,,,,,,76,59.2,78.0,7,1,32.0,0,1.38,18,24,-6,-0.34,0.32,0,11,30,9,54,4,10,0,Netherlands,2,3.5,MF,False,False,True,False,,1.1900000000000002,0.5950000000000001,1.785,7.700000000000001,3.15,1.1900000000000002,1.9662921348314604,0.7865168539325842,10.617977528089888,2.1629213483146064,0.5,0.38,0.0,,1.0640308988764045,,0.0,,,46.76439645762156,,,0.04,0.17,0.21,0.1400000000000001,0.5950000000000001,47.74,3.0,1.26,6,MF,sub
ESP-La Liga,2526,Real Sociedad,Takefusa Kubo,JPN,MF,25.0,2001.0,19,13,1216,13.5,2,4,6,2,0,0,1,0,0.15,0.3,0.44,0.15,0.44,takefusa kubo||real sociedad||2526,25,12,48.0,1.85,0.89,0.08,0.17,,,,,,,,,,,,,,,,64,43.6,79.0,3,6,31.0,1,1.11,15,18,-3,-0.22,-0.45,0,7,39,10,32,7,15,0,Spain,1,4.8,MF,False,False,True,False,,0.72,1.44,2.112,8.88,4.272,0.72,5.333333333333333,2.4888888888888885,11.377777777777776,2.4888888888888885,0.4,0.17,0.074074074074074,,1.5077185185185185,,0.0,,,50.209939487011866,,,-0.04,0.3,0.25,-0.1919999999999999,1.44,47.73,3.0,1.5,7,MF,sub
INT-Champions League,2425,Celtic,Reo Hatate,JPN,MF,26.0,1997.0,10,9,784,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,reo hatate||celtic||2425,20,6,30.0,2.3,0.69,0.05,0.17,,,,,,,,,,,,,,,,78,87.1,82.0,5,1,45.0,0,1.3,13,11,2,0.23,3.33,0,7,9,0,5,4,12,0,Europe,1,5.5,MF,False,False,True,False,,0.605,1.265,1.87,12.65,3.795,0.605,7.586206896551724,2.5287356321839085,3.160919540229885,4.42528735632184,0.2307692307692307,0.17,0.1149425287356322,,2.372400972590628,,0.0,,,56.92480028179223,,,0.11,0.23,0.34,0.605,1.265,47.58,1.0,2.04,8,MF,sub
GER-Bundesliga,2526,Mainz 05,Kaishu Sano,JPN,MF,26.0,2000.0,30,30,2699,30.0,1,1,2,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,kaishu sano||mainz 05||2526,17,4,23.5,0.57,0.13,0.06,0.25,,,,,,,,,,,,,,,,90,100.0,90.0,29,0,,0,1.13,36,45,-9,-0.3,-0.3,0,11,27,4,14,64,29,0,Germany,1,4.7,MF,False,False,True,False,,0.141,0.141,0.329,2.679,0.6110000000000001,0.141,4.543333333333334,10.026666666666667,2.1933333333333334,1.7233333333333334,0.0555555555555555,0.25,0.0333333333333333,,1.5215944444444447,,0.0,,,50.31769570497661,,,0.03,0.03,0.07,0.141,0.141,46.39,2.0,0.42,9,MF,alternate
BEL-First Division A,2526,Sint-Truiden,Ryotaro Ito,JPN,MF,28.0,1998.0,31,30,2556,28.4,8,4,12,5,3,3,1,0,0.28,0.14,0.42,0.18,0.32,ryotaro ito||sint-truiden||2526,68,25,36.8,2.39,0.88,0.07,0.2,,,,,,,,,,,,,,,,82,83.5,84.0,12,1,26.0,0,1.84,41,31,10,0.35,-0.01,0,17,39,4,137,12,8,0,Belgium,2,3.2,MF,False,False,True,False,,0.8960000000000001,0.448,1.344,7.648000000000001,2.8160000000000003,0.576,0.9014084507042256,1.3521126760563382,15.43661971830986,1.915492957746479,0.2926829268292683,0.2,0.0352112676056338,,0.7505281346616283,,0.0,,,44.329829397116,,,0.21,0.03,0.2299999999999999,0.6720000000000002,0.096,45.92,3.0,1.38,10,MF,alternate
ENG-Premier League,2526,Crystal Palace,Daichi Kamada,JPN,MF,30.0,1996.0,21,17,1494,16.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,daichi kamada||crystal palace||2526,16,4,25.0,0.96,0.24,0.0,0.0,,,,,,,,,,,,,,,,71,53.5,83.0,5,4,21.0,0,1.76,27,17,10,0.6,1.37,0,26,20,1,31,10,28,0,England,1,5.0,MF,False,False,True,False,,0.0,0.0,0.0,4.8,1.2,0.0,8.433734939759036,3.012048192771084,9.33734939759036,7.831325301204819,0.0,0.0,0.1204819277108433,,1.4125542168674698,,0.0,,,49.470922481162006,,,0.0,0.0,0.0,0.0,0.0,45.23,2.0,0.0,11,MF,alternate
NED-Eredivisie,2526,Feyenoord,Ayase Ueda,JPN,FW,28.0,1998.0,28,28,2253,25.0,23,1,24,23,0,0,1,0,0.92,0.04,0.96,0.92,0.96,ayase ueda||feyenoord||2526,93,41,44.1,3.72,1.64,0.25,0.56,,,,,,,,,,,,,,,,80,83.4,80.0,12,0,,0,1.86,50,32,18,0.72,0.12,0,23,50,6,6,3,6,0,Netherlands,2,3.5,FW,False,False,False,True,,3.22,0.14,3.36,13.02,5.739999999999999,3.22,0.84,0.42,0.84,3.22,0.48,0.56,0.04,2.4550000000000005,,,0.0,,55.19003853933421,,,,0.4,-0.03,0.36,1.4,-0.105,54.43,3.0,5.0,1,FW,starter
NED-Eredivisie,2526,NEC Nijmegen,Koki Ogawa,JPN,FW,29.0,1997.0,23,17,1205,13.4,8,3,11,7,1,1,1,0,0.6,0.22,0.82,0.52,0.75,koki ogawa||nec nijmegen||2526,38,18,47.4,2.84,1.34,0.18,0.39,,,,,,,,,,,,,,,,52,44.6,65.0,1,6,18.0,7,1.65,29,20,9,0.67,-0.23,0,12,14,8,1,3,6,0,Netherlands,2,3.5,FW,False,False,False,True,,2.1,0.77,2.87,9.94,4.69,1.82,1.5671641791044777,0.7835820895522388,0.2611940298507462,3.1343283582089554,0.3793103448275862,0.39,0.0746268656716417,1.828165208440556,,,0.0,,40.71629526004421,,,,0.2099999999999999,0.16,0.3699999999999999,0.7350000000000001,0.56,40.65,3.0,4.41,2,FW,backup
INT-Champions League,2425,Celtic,Daizen Maeda,JPN,FW,26.0,1997.0,9,9,758,8.4,4,0,4,4,0,0,1,1,0.47,0.0,0.47,0.47,0.47,daizen maeda||celtic||2425,15,7,46.7,1.78,0.83,0.27,0.57,,,,,,,,,,,,,,,,84,84.2,84.0,5,0,,0,1.44,13,13,0,0.0,1.27,0,9,4,4,12,6,2,0,Europe,1,5.5,FW,False,False,False,True,,2.585,0.0,2.585,9.79,4.565,2.585,1.3095238095238095,3.928571428571429,7.857142857142858,5.892857142857142,0.3076923076923077,0.57,0.4761904761904761,1.9893443223443228,,,0.0,,44.43795389807679,,,,0.47,-0.32,0.1499999999999999,2.585,-1.76,40.55,1.0,5.0,3,FW,sub
INT-Champions League,2324,Celtic,Kyogo Furuhashi,JPN,FW,28.0,1995.0,6,6,447,5.0,2,0,2,2,0,0,0,0,0.4,0.0,0.4,0.4,0.4,kyogo furuhashi||celtic||2324,10,5,50.0,2.01,1.01,0.2,0.4,,,,,,,,,,,,,,,,75,82.8,75.0,1,0,,0,0.67,4,9,-5,-1.01,3.83,0,1,5,1,1,0,0,0,Europe,1,5.5,FW,False,False,False,True,,2.2,0.0,2.2,11.055,5.555,2.2,0.0,0.0,1.1,1.1,0.5,0.4,0.0,2.2835,,,0.0,,51.230068534761095,,,,,,,,,37.42,2.0,0.0,4,FW,sub
GER-Bundesliga,2425,Holstein Kiel,Shuto Machino,JPN,"FW,MF",24.0,1999.0,32,23,1953,21.7,11,2,13,9,2,2,2,0,0.51,0.09,0.6,0.41,0.51,shuto machino||holstein kiel||2425,51,23,45.1,2.35,1.06,0.18,0.39,,,,,,,,,,,,,,,,61,63.8,71.0,8,9,35.0,2,0.69,31,52,-21,-0.97,-0.15,0,20,25,9,33,7,5,0,Germany,1,4.7,FW,False,False,False,True,,2.397,0.423,2.82,11.045000000000002,4.982,1.927,1.0829493087557605,1.5161290322580645,7.147465437788019,4.331797235023042,0.4193548387096774,0.39,0.0921658986175115,1.9888449308755765,,,0.0,,44.426422847133495,,,,,,,,,35.54,1.0,0.0,5,FW,sub
USA-MLS,2324,FC Cincinnati,Yuya Kubo,JPN,"FW,MF",30.0,1993.0,32,27,2398,26.6,10,2,12,10,0,0,5,0,0.38,0.08,0.45,0.38,0.45,yuya kubo||fc cincinnati||2024,60,24,40.0,2.25,0.9,0.17,0.42,,,,,,,,,,,,,,,,75,78.4,83.0,13,5,31.0,0,1.71,45,36,9,0.34,0.2,0,30,28,13,14,17,32,0,USA,2,2.8,FW,False,False,False,True,,1.0639999999999998,0.2239999999999999,1.26,6.3,2.52,1.0639999999999998,3.3684210526315788,1.7894736842105263,1.4736842105263157,3.1578947368421053,0.2666666666666666,0.42,0.18796992481203,1.0964015037593984,,,0.0,,23.819721959912,,,,,,,,,31.27,2.0,0.0,6,FW,sub
BEL-First Division A,2526,Sint-Truiden,Keisuke Goto,JPN,FW,21.0,2005.0,32,27,2429,27.0,11,6,17,9,2,2,4,0,0.41,0.22,0.63,0.33,0.56,keisuke goto||sint-truiden||2526,53,21,39.6,1.96,0.78,0.17,0.43,,,,,,,,,,,,,,,,76,79.4,86.0,15,5,23.0,0,1.78,39,30,9,0.33,-0.09,0,30,28,21,1,10,21,0,Belgium,2,3.2,FW,False,False,False,True,,1.312,0.7040000000000001,2.016,6.272,2.4960000000000004,1.056,2.488888888888889,1.1851851851851851,0.1185185185185185,3.555555555555556,0.4358974358974359,0.43,0.1481481481481481,1.2398772079772085,,,0.0,,27.132605254883025,,,,,,,,,21.71,1.0,0.0,7,FW,sub
